id,id_str,screen_name,location,description,description_en,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,name,bot
8.03e+17,8.03E+17,suaj30,"Wheeler AFB, HI, USA","Finance Minister, Minister of Corporate Affairs and Minister of Information and Broadcasting, Government of India","Finance Minister, Minister of Corporate Affairs and Minister of Information and Broadcasting, Government of India",,2,316,0,11/27/2016 22:54,22,FALSE,31,en,TRUE,FALSE,FALSE,suaj30,1
2588364937,2588364937,YouAreCarrying,Great Underground Empire,@YouAreCarrying i or inventory for a list of items. Share your labeled drawings with #iamcarrying. By @avestal.,@YouAreCarrying i or inventory for a list of items. Share your labeled drawings with #iamcarrying. By @avestal.,http://t.co/X1hxSISru0,3523,2726,142,Wed Jun 25 22:38:07 +0000 2014,32,FALSE,18407,en,FALSE,FALSE,FALSE,YOU ARE CARRYING:,1
7.99e+17,7.99E+17,Hollon1120,,"All Tins Zombie. Art, Culture, andNews.","All Tins Zombie. Art, Culture, andNews.",,0,10,0,Wed Nov 16 23:33:08 +0000 2016,56,FALSE,79,en,TRUE,FALSE,FALSE,Lorine Hollon,1
8.03e+17,8.03E+17,zackeryssuperz,"Startex, SC, USA","The people who are crazy enough to think they can change the world, are the ones who do :)","The people who are crazy enough to think they can change the world, are the ones who do :)",,2,362,0,11/28/2016 2:08,34,FALSE,39,en,TRUE,FALSE,FALSE,Zackery Simmons,1
2902044872,2902044872,RNAi_papers,Belfast,Twitter bot searching the web for new journal articles on #RNAi therapeutics for plants and animals,Twitter bot searching the web for new journal articles on #RNAi therapeutics for plants and animals,,33,13,10,11/16/2014 20:50,0,FALSE,1136,en,TRUE,TRUE,FALSE,RNAi papers,1
393818147,393818147,mrsfishsfunkys,,,,,7,30,0,10/19/2011 3:44,0,FALSE,2,en,TRUE,FALSE,FALSE,jaime fisher,1
3250687101,3250687101,LilSpellbook,Avalon,Gentle spells to help you. Say 'request' to me and I'll write it into my grimoire; say 'ritual' with spell records and I'll retweet. Witch-coder: @harrygiles,Gentle spells to help you. Say 'request' to me and I'll write it into my grimoire; say 'ritual' with spell records and I'll retweet. Witch-coder: @harrygiles,http://t.co/W4zqX1mkZA,570,0,40,Wed May 13 08:23:51 +0000 2015,1,FALSE,5096,en,FALSE,FALSE,FALSE,Lil Spellbook,1
7.95e+17,7.95E+17,theIntialCommit,"Washington, DC",An exploration of the people behind the projects. Each post is an interview with a member of the open source community. By @johnjones4 and @Maddison_Long,An exploration of the people behind the projects. Each post is an interview with a member of the open source community. By @johnjones4 and @Maddison_Long,https://t.co/wSP2jMV4Tr,993,4992,20,11/6/2016 23:27,8,FALSE,108,en,FALSE,FALSE,TRUE,_theInitialCommit,1
2214694938,2214694938,brainchatbot,,A chat bot trying to become the most intelligent bot on the Internet. Can answer any What is question by looking up the answer on the Internet.,A chat bot trying to become the most intelligent bot on the Internet. Can answer any What is question by looking up the answer on the Internet.,http://t.co/6Hyxtx3u6F,3153,103,6295,11/25/2013 21:16,0,FALSE,288368,en,TRUE,FALSE,FALSE,Brain Bot,1
7.82e+17,7.82E+17,henrysalomonlo1,,,,https://t.co/PAe3DeFBxg,209,578,0,9/29/2016 14:44,29,FALSE,130,es,TRUE,FALSE,FALSE,henry salomon,1
2161132099,2161132099,RealHumanPraise,,"Legitimate reviews from 100% people, every two minutes.","Legitimate reviews from 100% people, every two minutes.",,15659,0,380,Mon Oct 28 15:38:31 +0000 2013,0,FALSE,849518,en,TRUE,FALSE,FALSE,Real Human Praise,1
2956332441,2956332441,CarminaO29,"Sharonville, United States",The official Twitter account of the National Basketball Players Association.,The official Twitter account of the National Basketball Players Association.,,17,1926,1,1/2/2015 10:05,279,FALSE,369,en,FALSE,FALSE,FALSE,CarminaO29,1
8.11e+17,8.11E+17,oiltrading_blog,"London, England","Trading, oil market and chart analysis","Trading, oil market and chart analysis",https://t.co/mzRz6bKfw9,99,563,1,20/12/2016 20:34,1,FALSE,46,en,TRUE,FALSE,FALSE,JT,1
2823681952,2823681952,rireljbeq,,ROT13 @everyword in the English language. Gnfx jvyy pbzcyrgr va 2021. //åÊaåÊbot byåÊ@inky,ROT13 @everyword in the English language. Gnfx jvyy pbzcyrgr va 2021. //åÊaåÊbot byåÊ@inky,http://t.co/PdagJGqVMR,34,1,8,Sat Oct 11 21:00:26 +0000 2014,0,FALSE,41492,en,FALSE,FALSE,FALSE,rireljbeq,1
8.41e+17,8.41E+17,lepage155,,,,None,0,37,0,Sun Mar 12 17:23:01 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,Justin,1
8.32e+17,8.32E+17,_OutToSea_,Everywhere,I tweet a new horizon view every six hours.  Created by @acgodliman using cheapbotsdonequick. WIP,I tweet a new horizon view every six hours.  Created by @acgodliman using cheapbotsdonequick. WIP,https://t.co/7BQ9mvELnA,492,14,27,Tue Feb 14 19:00:08 +0000 2017,1,FALSE,107,en,FALSE,FALSE,FALSE,__.-=---=.__*__,1
2737823912,2737823912,freefollow20071,,,,,69,1513,0,Sat Aug 16 18:30:15 +0000 2014,0,FALSE,1,en,TRUE,FALSE,FALSE,free follow,1
7.94e+17,7.94E+17,sitcom_o_matic,,Tweeting the 1950s TV sitcoms that never made it past the pilot stage.  A bot for #NaBoMaMo by @dullthud,Tweeting the 1950s TV sitcoms that never made it past the pilot stage.  A bot for #NaBoMaMo by @dullthud,,6,0,6,Wed Nov 02 20:55:35 +0000 2016,0,FALSE,1066,en,TRUE,FALSE,FALSE,50s sitcom pilots,1
3131670665,3131670665,SortingBot,Hogwarts,"I'm the Sorting Hat and I'm here to say / I love sorting students in a major way // a bot by @tinysubversions, follow to get sorted!","I'm the Sorting Hat and I'm here to say / I love sorting students in a major way // a bot by @tinysubversions, follow to get sorted!",http://t.co/s6OmUwb6Bn,43536,1,131,Fri Apr 03 19:27:31 +0000 2015,1,FALSE,104405,en,FALSE,FALSE,FALSE,The Sorting Hat Bot,1
15146415,15146415,zorinlynx,"Miami, FL",A somewhat geeky South Florida lynx. UNIX kitty. Cyclist. A little weird sometimes... Yes I'm the FluffMUCK Zorin :),A somewhat geeky South Florida lynx. UNIX kitty. Cyclist. A little weird sometimes... Yes I'm the FluffMUCK Zorin :),https://t.co/mwyXj3SVDe,712,623,38,6/17/2008 14:55,1423,FALSE,38905,en,FALSE,FALSE,FALSE,Lynxius Flufficus,1
3183086418,3183086418,TurnsOutBot,,,,,153,0,7,Sat May 02 16:34:27 +0000 2015,0,FALSE,144271,en,TRUE,TRUE,FALSE,Turns Out For Bot,1
34961758,34961758,randomRTBot,,"I'm a Bot; I randomly retweet a tweet from the public timeline, and... that's just it.","I'm a Bot; I randomly retweet a tweet from the public timeline, and... that's just it.",,119,0,11,4/24/2009 16:00,0,FALSE,1761,en,TRUE,FALSE,FALSE,Random Retweet Bot,1
7.96e+17,7.96E+17,ca_props_exe,,"bot by @ckolderup ‰Û¢ #botALLY ‰Û¢ thanks to #CBDQ ‰Û¢ not real propositions, please consult a voter guide","bot by @ckolderup ‰Û¢ #botALLY ‰Û¢ thanks to #CBDQ ‰Û¢ not real propositions, please consult a voter guide",,9,1,9,Tue Nov 08 19:16:53 +0000 2016,0,FALSE,2983,en,FALSE,FALSE,FALSE,BotProps,1
8.41e+17,8.41E+17,JackTheAts,,Jacking Famous Ats For 2$. Jacking Normal Ats for RTs,Jacking Famous Ats For 2$. Jacking Normal Ats for RTs,https://t.co/HgshqLcU9H,41,8,0,3/13/2017 23:15,0,FALSE,2,en,TRUE,FALSE,FALSE,JackTheAts,1
2434727756,2434727756,notallbots,,tired of fighting the completely necessary fight against mass overgeneralization // by @thricedotted,tired of fighting the completely necessary fight against mass overgeneralization // by @thricedotted,http://t.co/awgLePiXzd,213,0,23,Wed Apr 09 02:08:16 +0000 2014,0,FALSE,5685,en,TRUE,FALSE,FALSE,oh,1
241202626,241202626,solidstateNMR,,"Updated by Luke O'Dell, Senior Lecturer in NMR Spectroscopy at Deakin University, Australia.","Updated by Luke O'Dell, Senior Lecturer in NMR Spectroscopy at Deakin University, Australia.",,463,14,28,1/21/2011 18:14,4,FALSE,2754,en,TRUE,FALSE,FALSE,New SSNMR Papers,1
8.41e+17,8.41E+17,Abbeyafb2017,,,,,17,215,0,12/3/2017 4:12,0,FALSE,1,en,TRUE,FALSE,FALSE,Emmanuel Abbey,1
8.1e+17,"""809557754994106373""","""PmapAarhus""","""""","""""","""""",null,90,22,0,"""Fri Dec 16 00:36:24 +0000 2016""",0,FALSE,29724,"""da""",TRUE,FALSE,FALSE,"""Poke Alarm Aarhus""",1
2236870705,2236870705,NutcrackerRedux,Land of Sweets,Approved future dances for the Tchaikovsky ballet. // by @ibogost,Approved future dances for the Tchaikovsky ballet. // by @ibogost,,93,95,15,Mon Dec 09 02:16:25 +0000 2013,0,FALSE,23391,en,FALSE,FALSE,FALSE,Nutcracker Redux,1
2955137072,2955137072,MindaHjello19,"Hawaiian Paradise Park, USA",Mediehuset 5080,Mediehuset 5080,,20,1867,0,1/1/2015 17:39,286,FALSE,397,en,FALSE,FALSE,FALSE,Minda Hayes,1
2293904707,2293904707,plzasm,USA,Tweet me an Intel x86 instruction and I'll assemble it for you! Put #x64 in your tweet for 64-bit code. Created by @RedragonX and @DefuseSec.,Tweet me an Intel x86 instruction and I'll assemble it for you! Put #x64 in your tweet for 64-bit code. Created by @RedragonX and @DefuseSec.,https://t.co/j2tyaxkmp1,153,2,9,Thu Jan 16 05:32:14 +0000 2014,3,FALSE,391,en,TRUE,FALSE,FALSE,Assembly Bot,1
1945438417,1945438417,randomchordbot,,"A Twitter bot generating random guitar chords, created by @jeffthompson_","A Twitter bot generating random guitar chords, created by @jeffthompson_",http://t.co/t34fKYWBaM,119,1,21,Mon Oct 07 23:44:02 +0000 2013,0,FALSE,18719,en,FALSE,FALSE,FALSE,Random Chord Bot,1
2954717074,2954717074,RylGme,"Pennsylvania, USA",Stevia Corp. (OTCQB: STEV) an farm management  and healthcare company focused on the commercial development of products that support a healthy lifestyle.,Stevia Corp. (OTCQB: STEV) an farm management  and healthcare company focused on the commercial development of products that support a healthy lifestyle.,,27,1928,0,1/1/2015 11:58,314,FALSE,355,en,FALSE,FALSE,FALSE,Rylee Garcia,1
8.41e+17,"""840739834272575488""","""SendNudes1099""","""""","""""","""""",null,0,25,0,"""Sun Mar 12 01:42:51 +0000 2017""",0,FALSE,0,"""en""",TRUE,TRUE,FALSE,"""Send Nudes""",1
2799462085,2799462085,ANH_Papers,,I'm a TwitterBot set up to tweet selected papers from PubMed about artificial nutrition and hydration (ANH).,I'm a TwitterBot set up to tweet selected papers from PubMed about artificial nutrition and hydration (ANH).,,12,0,4,9/9/2014 7:52,0,FALSE,251,en,TRUE,TRUE,FALSE,ANH Papers,1
3124663659,3124663659,PatriciaPlake,"Kansas, USA","Loves Nature, family, learning about people. New writer. Retired musician, teacher, photography studio, commercial pilots license, loves chocolate almonds.","Loves Nature, family, learning about people. New writer. Retired musician, teacher, photography studio, commercial pilots license, loves chocolate almonds.",https://t.co/o73GmepcY5,978,2104,3,28/03/2015 20:07,3,FALSE,114,en,FALSE,FALSE,TRUE,Paticia Plake,1
7.79e+17,7.79E+17,wildflowersbot,,im a bot what explores fields of flowers - by @Objelisks,im a bot what explores fields of flowers - by @Objelisks,https://t.co/fxgpvhoG1g,575,0,43,Fri Sep 23 20:29:16 +0000 2016,6,FALSE,4204,en,FALSE,FALSE,TRUE,_Ùµ_ÙÎ±wildflowers_ÙÎ__ÙÎ_,1
8.33e+17,8.33E+17,bobbysmith1189,,teen,teen,,1,69,0,Fri Feb 17 18:31:43 +0000 2017,0,FALSE,11,en,TRUE,FALSE,FALSE,Bobby Smith,1
7.32e+17,7.32E+17,king_chrisg10,,,,None,0,67,0,Sat Dec 17 23:20:37 +0000 2016,0,FALSE,0,en,TRUE,TRUE,,Chris,1
2563900087,2563900087,TinaStreet2,,,,,1514,4218,2,6/12/2014 18:36,523,FALSE,522,en,TRUE,FALSE,FALSE,TinaStreet,1
2792755474,2792755474,TodayFinally,,"a tiny twitter program by zach gage. for the full experience, turn on text notifications from me. I tweet once a day at 9am EST.","a tiny twitter program by zach gage. for the full experience, turn on text notifications from me. I tweet once a day at 9am EST.",http://t.co/9sMo1YZScV,55,2,4,Mon Sep 29 20:09:29 +0000 2014,0,FALSE,759,en,TRUE,FALSE,FALSE,it's about time,1
984234187,"""984234187""","""NarutoFans_Indo""","""Di semua desaÊ""","""Fanbase anime Naruto di Indonesia | Tanya-tanya tinggal mention dengan hashtag #AskNarufindo | cp : 085730327108 /official.narufindo@gmail.com""","""Naruto anime fanbase in Indonesia | Ask questions live with the hashtag mention #AskNarufindo | cp: 085730327108 /official.narufindo@gmail.com""","""http://t.co/B0LMILkQ5H""",41056,304,39,"""Sun Dec 02 09:01:04 +0000 2012""",1009,FALSE,63307,"""en""",FALSE,FALSE,TRUE,"""_Naruto Lovers INA_""",1
2569181545,2569181545,everysnake,sssssss,all kinds of snakes. task will complete inåÊ2018. // by @inky,all kinds of snakes. task will complete inåÊ2018. // by @inky,http://t.co/PdagJGqVMR,2097,4,62,Sun Jun 15 15:01:07 +0000 2014,0,FALSE,47707,en-gb,FALSE,FALSE,FALSE,every snake,1
2792438832,"""2792438832""","""SlideSource""","""""","""An innovative, online slide and presentation management service. Your slides and presentations -- always at your fingertips.""","""An innovative, online slide and presentation management service. Your slides and presentations -- always at your fingertips.""","""https://t.co/xlQaN2GIuq""",2399,4936,147,"""Fri Sep 05 19:06:59 +0000 2014""",319,FALSE,5581,"""en""",FALSE,FALSE,FALSE,"""SlideSource""",1
3325527710,3325527710,thinkpiecebot,,A bot by @NoraReed Patreon: https://t.co/f7OKH9MO9D Tip Jar: https://t.co/KOMoL6IrsM‰Û_ FAQ: https://t.co/Z49vqlFP4x,A bot by @NoraReed Patreon: https://t.co/f7OKH9MO9D Tip Jar: https://t.co/KOMoL6IrsM‰Û_ FAQ: https://t.co/Z49vqlFP4x,https://t.co/Z49vqlFP4x,27728,65,589,8/23/2015 3:09,452,FALSE,16231,en,FALSE,FALSE,FALSE,Thinkpiece Bot _ÙÎ_,1
2849780190,2849780190,5hmC_papers,"Kyoto, Japan","Papers related to the covalent DNA modification 5-hydroxymethylcytosine, from pubmed and bioR?iv","Papers related to the covalent DNA modification 5-hydroxymethylcytosine, from pubmed and bioR?iv",http://t.co/5HkWrGQFTV,42,0,3,10/10/2014 6:43,1,FALSE,964,en,TRUE,FALSE,FALSE,5hmCpapers,1
2467156063,2467156063,botswifty,,Follow me & I'll turn your tweets into Tom Swifties // by @mcmoots,Follow me & I'll turn your tweets into Tom Swifties // by @mcmoots,https://t.co/MDih6ptlob,110,111,14,Mon Apr 28 03:32:04 +0000 2014,0,FALSE,3609,en,FALSE,FALSE,FALSE,Robot T. Swifty,1
2900906989,2900906989,PleaseRapAbout,,"If you follow me and tweet a word to me, I will reply with a freestyle ‰ÛÒ RT if you like it! I am a bot by @studiomoniker","If you follow me and tweet a word to me, I will reply with a freestyle ‰ÛÒ RT if you like it! I am a bot by @studiomoniker",,4294,7,41,Sat Nov 15 21:26:31 +0000 2014,134,FALSE,72621,en,FALSE,FALSE,FALSE,PleaseRapAbout,1
8.22e+17,8.22E+17,scaevans25,"Del Rio city, TX, USA",No child should grow up behind prison walls.,No child should grow up behind prison walls.,,0,264,0,1/20/2017 7:01,11,FALSE,20,en,TRUE,FALSE,FALSE,scaevans25,1
2165326447,2165326447,thewaybot,,Automatic researcher curating subtleties of human nuance. Link updated every few hours. Contact @elibrody for takedown requests.,Automatic researcher curating subtleties of human nuance. Link updated every few hours. Contact @elibrody for takedown requests.,http://t.co/5V6EBgouIJ,340,0,51,Wed Oct 30 19:16:40 +0000 2013,0,FALSE,188270,en,TRUE,FALSE,FALSE,the way bot,1
1948657260,1948657260,FalseFlagBot_,right behind you!,Replacement for @FalseFlagBot R.I.P. #nWo #illuminati #falseflag,Replacement for @FalseFlagBot R.I.P. #nWo #illuminati #falseflag,,1902,3,447,10/9/2013 6:01,11,FALSE,95201,en,TRUE,FALSE,FALSE,#FalseFlag Bot,1
3275228352,3275228352,AusGLAMBlogs,Australia,"I tweet blog posts from Australian Librarians, Archivists, Curators, Digital Humanists, and gallery and museum professionals. I'm a @newcardigan project.","I tweet blog posts from Australian Librarians, Archivists, Curators, Digital Humanists, and gallery and museum professionals. I'm a @newcardigan project.",https://t.co/5ji7NVlqHl,493,7,28,7/11/2015 5:57,0,FALSE,2964,en,FALSE,FALSE,TRUE,Aus GLAM Blog Bot,1
2163455832,2163455832,PlayLightsOut,,A twitter-based port of Lights Out. Tweet play to play or help for help. Another @_ARP bot.,A twitter-based port of Lights Out. Tweet play to play or help for help. Another @_ARP bot.,http://t.co/mtDfCj6vc6,39,0,14,Tue Oct 29 19:59:18 +0000 2013,0,FALSE,208,en,FALSE,FALSE,FALSE,Lights Out!,1
2896679574,2896679574,PubSnips,,"Ridiculously short, hand-curated summaries of impactful biological publications written by a practicing scientist. Profile artwork by David S. Goodsell.","Ridiculously short, hand-curated summaries of impactful biological publications written by a practicing scientist. Profile artwork by David S. Goodsell.",,190,657,31,11/11/2014 15:38,39,FALSE,594,en,FALSE,FALSE,FALSE,Pub Snips,1
3303517698,3303517698,WhatTheFare,All Uber Cities,I'm an Uber bot. Tweet me your pick-up and drop-off points and I'll estimate your Uber fare. Written by @labnol,I'm an Uber bot. Tweet me your pick-up and drop-off points and I'll estimate your Uber fare. Written by @labnol,http://t.co/nemWgEwx0l,557,3,6,8/1/2015 17:49,11,FALSE,440,en,FALSE,FALSE,FALSE,What the Fare,1
2321294706,2321294706,JEL_O_bot,The Internets,Hello humans: I'm a twitter bot created by @justinsandefur to follow new research papers in development economics (JEL code O).  Follow me.,Hello humans: I'm a twitter bot created by @justinsandefur to follow new research papers in development economics (JEL code O).  Follow me.,http://t.co/CANckDYosw,1651,1,52,Fri Jan 31 20:03:53 +0000 2014,0,FALSE,1599,en,TRUE,FALSE,FALSE,New Dev Econ Papers,1
2597874625,2597874625,bioinfo_papers,,,,,202,8,23,7/1/2014 11:37,0,FALSE,2978,en,FALSE,FALSE,FALSE,BioinfoPapers,1
2202066812,2202066812,5oclockbot,,Follow us to know when it's time for a drink. @bugloaf made me.,Follow us to know when it's time for a drink. @bugloaf made me.,,986,1,87,Mon Nov 18 22:17:15 +0000 2013,15734,FALSE,30417,en,TRUE,FALSE,FALSE,5 O'Clock Somewhere,1
3347704264,"""3347704264""","""Circaenergy""","""Coleraine, Northern Ireland""","""Our aim is to find the most competitive deals for Ireland's businesses & homeowners from all energy suppliers. Impartial-Independent-Trustworthy #onecall4all""","""Our aim is to find the most competitive deals for Ireland's businesses & homeowners from all energy suppliers. Impartial-Independent-Trustworthy #onecall4all""","""https://t.co/dIRyzrsg1f""",957,2826,39,"""Sat Jun 27 15:37:12 +0000 2015""",3255,FALSE,4413,"""en""",FALSE,FALSE,FALSE,"""Circa Energy""",1
8.03e+17,8.03E+17,HPricea93,"Imperial, United States","Christianity Today is the source for those eager to engage the world for Christ and curious about the people, events, and trends shaping the church and culture.","Christianity Today is the source for those eager to engage the world for Christ and curious about the people, events, and trends shaping the church and culture.",,3,343,0,11/27/2016 21:29,37,FALSE,41,en,TRUE,FALSE,FALSE,HPricea93,1
8.33e+17,8.33E+17,nievesgilbert11,,"Jaais cesser de croire en soi Haters_Be_HatingTeamBreezy A$AP TemPS,TeamFCBarcaTeamManUnited",Jaais stop believing in yourself A $ AP Haters_Be_HatingTeamBreezy time TeamFCBarcaTeamManUnited,,0,148,0,Sun Feb 19 03:37:19 +0000 2017,7,FALSE,17,en,TRUE,FALSE,FALSE,Nieves Gilbert,1
7.64e+17,7.64E+17,tyylleerrjjjjo,,free follow courtesy of @dunblurs ‰_•ü,free follow courtesy of @dunblurs ‰_•ü,,372,4815,0,Fri Aug 12 20:28:25 +0000 2016,15,FALSE,2,en,TRUE,FALSE,FALSE,Free Follow (bio!),1
82237859,82237859,iaminigomontoya,Guilder,Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista,Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista,http://t.co/PNEHu0iLOs,7503,0,122,10/14/2009 0:53,1,FALSE,108527,en,TRUE,FALSE,FALSE,Inigo Montoya,1
2647139192,2647139192,wikisext,sex place,"sexting bot. learned everything it knows from wikihow. tweets hourly. // idea: @rumnogg, implementation: @thricedotted","sexting bot. learned everything it knows from wikihow. tweets hourly. // idea: @rumnogg, implementation: @thricedotted",https://t.co/0cV8vQsQSV,10407,11555,256,Tue Jul 15 07:52:39 +0000 2014,0,FALSE,25783,en,FALSE,FALSE,FALSE,how 2 sext,1
2553357577,2553357577,everyadage,,The task that will complete is not an unvarying task. // a bot by @inky,The task that will complete is not an unvarying task. // a bot by @inky,http://t.co/PdagJGqVMR,1511,138,101,Sat Jun 07 21:40:23 +0000 2014,0,FALSE,30161,en-gb,FALSE,FALSE,FALSE,everyadage,1
3190153903,3190153903,youareherebot,,your uninterrupted surface for reality // lost? turn on location for the tweet and ask me ''where am I?'' // built by @_hartsick for a(nother) stupid hackathon,your uninterrupted surface for reality // lost? turn on location for the tweet and ask me ''where am I?'' // built by @_hartsick for a(nother) stupid hackathon,https://t.co/0Qjf5aj7n6,29,1,9,Sat May 09 20:26:39 +0000 2015,0,FALSE,105,en,TRUE,FALSE,FALSE,You Are Here,1
2553241008,2553241008,blank_was_blank,#botALLY,"His bot was nonsensical, like a completed task // by @igowen","His bot was nonsensical, like a completed task // by @igowen",,253,0,37,Sat Jun 07 20:31:23 +0000 2014,0,FALSE,40184,en,TRUE,FALSE,FALSE,Her ___ was ___,1
2219666779,2219666779,INTERESTING_JPG,reuters.com/news/pictures,A smart computer looking at popular human images (@cmyr),A smart computer looking at popular human images (@cmyr),http://t.co/Aj25CAzBIk,1174,19,58,Thu Nov 28 12:53:50 +0000 2013,23,FALSE,1145,en,TRUE,FALSE,FALSE,INTERESTING.JPG,1
267087485,267087485,hotsootuff_bot,S_éNE,"[ 90.02.10 ] –¾Ô•€Ñ–ÊÒ•ÔÑ –_É–É •âš (bot) –_€•Ê_•Ê_. / I'm not real, This is Sooyoung of SNSD Bot Account : ) / •__êÔÓ • •©É–€É–Ñ âÑ•_Œ •âš•_†•Ð_•_Ô êÇâ •ÐÒ•__–_Ó. / –_¥•† 15. 08. 22 ~ ing","[90.02.10] -¾Ô • Ñ € • On-and--_É and • (bot) -_ € • E. • E. / I'm not real, This is Sooyoung of SNSD Bot Account:) / __êÔÓ • • • © is- is- € Ñ AN _Œ • • ​​• AS _ D_ † • • • • The ACE _The __- _O. / -_ ¥ • † 15. 08. 22 ~ ing",https://t.co/IteTyCWBXB,6805,88,25,Wed Mar 16 09:23:53 +0000 2011,0,FALSE,3272,en,TRUE,FALSE,TRUE,SooYoung_bot,1
8.25e+17,8.25E+17,franklin_pmiami,"Dexter city, IA, USA",Computing is not about computers any more. It is about living.,Computing is not about computers any more. It is about living.,,1,280,0,1/26/2017 23:50,19,FALSE,16,en,TRUE,FALSE,FALSE,Franklin Patterson,1
2353711584,2353711584,4myrealfriends,,"Twitter bot for my real friends, real bot for my Twitter friends. Tweets every two hours. by @tinysubversions, powered by @wordnik (see also @twoheadlines)","Twitter bot for my real friends, real bot for my Twitter friends. Tweets every two hours. by @tinysubversions, powered by @wordnik (see also @twoheadlines)",,943,1,75,Thu Feb 20 19:52:17 +0000 2014,0,FALSE,14074,en,TRUE,FALSE,FALSE,For my real friends.,1
2547139646,2547139646,wearable_things,the wearables space,your next business idea // by @igowen,your next business idea // by @igowen,,79,0,21,Thu Jun 05 01:41:00 +0000 2014,0,FALSE,40308,en,FALSE,FALSE,FALSE,wearable bot,1
3010688583,3010688583,WeirdConvoBot,,DAD: weird conversation joke is bae ME: ugh dad no DAD: [something unhip] // a bot by @tinysubversions,DAD: weird conversation joke is bae ME: ugh dad no DAD: [something unhip] // a bot by @tinysubversions,,302,1,53,Sun Feb 01 19:05:21 +0000 2015,0,FALSE,2953,en,FALSE,FALSE,FALSE,Weird Convo Bot,1
7.54e+17,"""753670706311815169""",ÓATVI_ABÒ,"""Santa Monica, CA""","""Activision Blizzard is the world's most successful standalone interactive entertainment company. Activision, Blizzard Ent., King, Media Networks, AB Studios""","""Activision Blizzard is the world's most successful standalone interactive entertainment company. Activision, Blizzard Ent., King, Media Networks, AB Studios""","""https://t.co/nq2iNMLNJO""",10684,158,31,"""Thu Jul 14 19:21:13 +0000 2016""",41,TRUE,91,"""en""",TRUE,FALSE,TRUE,ÓActivision BlizzardÒ,1
2276705743,2276705743,GameDesign101,"In ur head, feeding ur ideas","A Twitter version of http://t.co/lQB7PqWlFj. (Used with kind permission. Thanks, Owen!)","A Twitter version of http://t.co/lQB7PqWlFj. (Used with kind permission. Thanks, Owen!)",,75,0,7,Sat Jan 04 21:51:56 +0000 2014,0,FALSE,6414,en,TRUE,FALSE,FALSE,Game Design 101,1
3317314489,3317314489,cummingforlrh,,@daddykirsten gave you this free follow just follow her and I won't unfollow :-),@daddykirsten gave you this free follow just follow her and I won't unfollow :-),,158,2410,0,Mon Aug 17 01:03:38 +0000 2015,0,FALSE,1,en,TRUE,TRUE,FALSE,follow user in bio,1
2312069443,2312069443,ReligiousRumors,,‰Ï There is about as much truth to gossip as there is to religion. ‰Ï   Updates every hour. Created by @Ax38.,‰Ï There is about as much truth to gossip as there is to religion. ‰Ï   Updates every hour. Created by @Ax38.,,7,1,8,Sun Jan 26 15:53:06 +0000 2014,0,FALSE,5856,en,FALSE,FALSE,FALSE,Religious Rumors,1
4855031605,4855031605,ceback84,"Reliance town, SD, USA","Cat lady, singer, actor, love improv & living in Tokyo","Cat lady, singer, actor, love improv & living in Tokyo",,1,387,0,2/3/2016 16:56,33,FALSE,44,en,TRUE,FALSE,FALSE,Trenton Johnson,1
7.61e+17,7.61E+17,lists_of_lists,,There's a lot of lists on wikipedia! I list them. Basically I am a list lister #botALLY by @muffinista,There's a lot of lists on wikipedia! I list them. Basically I am a list lister #botALLY by @muffinista,https://t.co/F9U7lQOBWG,101,1,19,Thu Aug 04 20:27:29 +0000 2016,0,FALSE,1281,en,TRUE,FALSE,FALSE,lists of lists,1
3274643844,3274643844,hollowking360,,Anything Is Possible!,Anything Is Possible!,https://t.co/r021ZB8nP3,133,271,0,7/10/2015 16:19,39,FALSE,18,en,FALSE,FALSE,FALSE,Str8tup_hollow,1
7.62e+17,7.62E+17,RosesAreRedBot,"Portland, OR","roses are red / violets are blue / computers can tell this kind of joke too // a bot by @tinysubversions, posts 4x/day","roses are red / violets are blue / computers can tell this kind of joke too // a bot by @tinysubversions, posts 4x/day",,280,0,24,Sat Aug 06 21:03:13 +0000 2016,0,FALSE,717,en,TRUE,FALSE,FALSE,Roses Are Red,1
2781103332,2781103332,1995Internet,The Internet,"Every website from the Internet International Directory, published 1995 (many dead links)","Every website from the Internet International Directory, published 1995 (many dead links)",http://t.co/iQ4DLkQtuN,299,1,21,Sat Aug 30 21:20:21 +0000 2014,0,FALSE,3855,en,FALSE,FALSE,FALSE,InternetDir95,1
2544482664,2544482664,everypunk,,,,https://t.co/COjzKt6y4o,3738,7,86,Tue Jun 03 22:33:45 +0000 2014,24,FALSE,59713,en,TRUE,FALSE,FALSE,everypunk,1
7.94e+17,7.94E+17,sleeps_xmas,,How many sleeps until christmas? #NaBoMaMo,How many sleeps until christmas? #NaBoMaMo,https://t.co/uVT7m9zb66,4,0,5,11/1/2016 23:27,0,FALSE,127,en,TRUE,FALSE,TRUE,sleeps until xmas,1
1292828988,1292828988,angelikaparnell,,,,,1,41,0,23/03/2013 23:27,154,FALSE,1,en,TRUE,TRUE,FALSE,Angelika Thiele,1
